43	8	Water forms droplets in the clouds.
43	9	The droplets fall to earth as rain.
45	1	Water evaporates from the ground up to the sky.
45	2	Water droplets are in clouds.
45	3	Droplets combine to form bigger drops in the clouds.
45	4	The drops get heavy.
45	5	Gravity makes the drops fall.
48	1	Pressure pushes up from inside the volcano.
48	2	Lava comes out of the volcano.
48	3	Ash clouds and rocks also come out of some volcanos.
48	4	The things that come out of the volcano cause disturbances in the environment.
48	5	The eruption lasts for a long time for some eruptions.
48	6	The volcano loses the built up pressure.
48	7	The lava and other debris stop coming out of the volcano.
48	8	Mudslides and ash clouds cause problems after some eruptions.
50	1	Magma comes up to the surface of the earth.
50	2	The magma cools.
50	3	Particles inside the magma move closer together.
50	4	Crystals are formed.
50	5	The crystals contain minerals.
51	1	Magma moves closer to the Earth's crust.
51	2	The magma starts to cool.
51	3	The cooling causes atoms in the magma to condense.
51	4	The condensed magma solidifies.
51	5	The solidified magma forms minerals.
52	1	Fault lines appear underground.
52	2	The fault lines grow over time.
52	3	The rocks on each side of the fault lines rub against the rocks on the other side of the fault line.
52	4	The rocks put pressure on each other.
52	5	The rocks break from the pressure.
52	6	The breaking of the rocks releases a lot of energy.
52	7	The energy causes seismic waves.
52	8	The seismic waves make the earth shake.
56	1	The air is cold.
56	2	Water is in the air.
56	3	The water forms tiny ice crystals.
56	4	The ice crystals collide with each other.
56	5	The ice crystals stick to each other.
56	6	The ice crystals get bigger as more of them stick together.
56	7	The ice crystals get too heavy to be in the air.
56	8	The ice crystals become snowflakes.
56	9	The snow flakes fall to the ground as snow.
57	1	Water evaporates from the ground up to the sky.
57	2	Water droplets are in clouds.
57	3	The air gets cold.
57	4	Water droplets turn into ice crystals.
57	5	Ice crystals in clouds stick together and become snowflakes.
58	1	There is a lot of rain or a dam breaks.
58	2	Water levels of a river or lake get higher.
58	3	Water builds up on the ground.
58	4	Water covers streets.
58	5	Water gets deep in some places.
58	6	Water goes into houses and other buildings.
58	7	The rain stops or the dam is repaired.
58	8	Water flows into streams.
58	9	The rest of the floodwater evaporates.
61	1	Minerals fill spaces between bits of sediment.
61	2	The sediments become glued together.
61	3	The glued together parts become hard like cement.
61	4	The sediment becomes a big rock.
61	5	The rocks erode slowly.
61	6	The rocks come apart.
61	7	The rocks become smaller rocks.
61	8	The rocks continue to erode into smaller rocks.
61	9	The process starts again.
64	1	An area is at a higher elevation than the surrounding area.
64	2	Rain falls.
64	3	Water is in the area of high elevation.
64	4	The water creates a stream.
64	5	The stream moves towards lower elevation.
64	6	The stream continues along the same path for a long time.
64	7	The soil and rocks erode where the stream touches them.
64	8	The stream moves deeper into the soil.
64	9	The stream is smaller than the eroded area.
76	1	Wind or water breaks small pieces off of a rock.
76	2	The wind or water deposits tiny rocks.
76	3	The rocks become known as sediment.
76	4	The layers of sediment are pressed together by other layers of sediment on top.
76	5	Minerals from the rocks in the sediment dissolve.
76	6	Minerals glue the sediment together into a single rock.
78	1	Wind and water erode rocks.
78	2	The wind and water pick up sediment that came off the rocks.
78	3	Sediment is carried to an area by the wind, water, air, or ice.
78	4	Sediment is deposited on the same spot many times.
78	5	The sediment piles on top of other sediment for a long time.
78	6	The sediment near the bottom is compressed by the weight of newer sediment.
78	7	The sediment becomes sedimentary rock as it is pushed together by the heavy weight.
80	1	Tectonic plates beneath the earth rub against each other.
80	2	The rocks around the cracks crumble.
80	3	An earth quake happens.
80	4	The force of the earthquake is large.
80	5	Rocks are pushed up out of the earth by the force.
80	6	These rocks become volcanos.
80	7	The volcanos erupt many times.
80	8	The size of the rocky area grows.
80	9	The volcano becomes dormant.
80	10	The volcano and its eruptions become a mountain.
112	1	Carbon dioxide enters the leaf through the stomates.
112	2	Water is absorbed by the plant and transported to the leaves.
112	3	Sunlight is captured by the plant.
112	4	Energy in the form of ATP is made from the sun's energy.
112	5	Carbon dioxide, water, and ATP form sugars via the Calvin cycle.
112	6	Oxygen is given off as a byproduct.
112	7	Oxygen leaves the leaf through the stomates.
112	8	Water is reused or it leaves the leaf.
112	9	The sugars can be used by the plant to make cellulose.
113	1	Chloroplasts in the leaf of the plant traps light from the sun.
113	2	The roots absorb water and minerals from the soil.
113	3	This combination of water and minerals flows from the stem into the leaf.
113	4	Carbon dioxide enters the leaf.
113	5	Light, water and minerals, and the carbon dioxide all mix together.
113	6	This mixture forms sugar (glucose) which is what the plant eats.
113	7	Oxygen goes out of the leaf through the stomata.
115	1	Tectonic plates smash together.
115	2	The edges of the plates crumple up.
115	3	The ridges are mountain ranges.
115	4	Magma is forced to the surface.
115	5	Magma forms a volcano.
116	1	Movements of tectonic plates causes the creation of volcanoes.
116	2	These volcanoes erupt.
116	3	Volcanic mountains are formed from the eruption.
116	4	Sometimes tectonic plates crash into one another or ride over one another.
116	5	These plates sometimes fold and buckle, which forms Fold Mountains.
116	6	Sometimes fault blocks are raised or tilted, and they form Block Mountains.
127	1	Water is exposed to heat energy, like sunlight.
127	2	The water temperature is raised above 212 degrees fahrenheit.
127	3	The heat breaks down the molecules in the water.
127	4	These molecules escape from the water.
127	5	The water becomes vapor.
127	6	The vapor evaporates into the atmosphere.
132	1	You breathe oxygen into your body through the nose or mouth.
132	2	The oxygen travels to the lungs through the windpipe.
132	3	The air sacs in the lungs send the oxygen into the blood stream.
132	4	The carbon dioxide in the blood stream is transferred to the air sacs.
132	5	The lungs expel through the nose or mouth back into the environment.
135	1	Bats fly through an area.
135	2	The bat makes sounds with their mouth or nose.
135	3	The sound waves travel away from the bat.
135	4	The sound waves hit objects.
135	5	The sound waves bounce off the objects back towards the bat.
135	6	The bat hears the sound waves echoing off the objects.
135	7	The bat knows where the objects are because of where the sound echoed from.
135	8	The bat doesn't hurt itself by hitting the objects.
139	1	Air enters the nose or mouth and travels through the windpipe into the lungs.
139	2	The lungs have a series of smaller and finer tubes and sacs.
139	3	Air reaches the smallest and finest air sacs called alveoli.
139	4	Oxygen travels from the alveoli into the blood.
139	5	Oxygen-rich blood is carried to the heart.
139	6	Oxygen-rich blood is pumped throughout the body by the heart.
139	7	Cells take in the oxygen rich blood and release carbon dioxide rich blood.
139	8	The carbon dioxide rich blood travels to the lungs.
139	9	Carbon dioxide travels through the throat and is exhaled.
140	1	A person breathes in oxygen.
140	2	The oxygen passes through the bronchial tubes to the lungs.
140	3	The oxygen is moved into the bloodstream.
140	4	Circulates through the body.
140	5	The cells in the body exchange the oxygen with carbon dioxide.
140	6	The bloodstream carries the carbon dioxide back to the lungs.
140	7	The lungs expel the carbon dioxide through the nose and mouth.
141	1	You inhale.
141	2	Your diaphragm moves down.
141	3	Your lungs have more room.
141	4	Your lungs fill with air.
141	5	You exhale.
141	6	Your diaphragm moves back up.
141	7	Carbon dioxide is exhaled.
141	8	You start the process over again.
157	1	You place aluminum cans and other products into recycling bins.
157	2	Your town or a private company collect and transport the aluminum to a recycling facility.
157	3	The aluminum is sorted and cleaned at the central recycling facility.
157	4	The aluminum is melted down to remove coatings and inks.
157	5	The melted aluminum is formed into large formations called ingots.
157	6	The ingots are transported to another facility and rolled out to make them easier to manipulate.
157	7	The ingots can now be turned into new aluminum products.
158	1	Put the aluminum can into a recycle bin.
158	2	The cans are transported to a facility.
158	3	The cans are shredded by a machine.
158	4	The cans are heated to 1400 degrees to melt them.
158	5	The molten metal is poured into molds.
158	6	The molds are flattened and rolled into sheets to reuse.
159	1	Aluminium cans are put into a recycling bin.
159	2	Aluminium cans are then collected and taken to a treatment plant.
159	3	At the treatment plant the aluminium is sorted and cleaned.
159	4	Readied for reprocessing.
159	5	The aluminum cans go through a re-melt process.
159	6	Turned into molten aluminium.
159	7	The molten aluminum is made into large blocks called ingots.
159	8	The ingots are sent to mills and are rolled out into thin sheets.
159	9	The rolls are ready to be made into new aluminum products.
165	1	Food leaves the esophagus and enters the stomach.
165	2	The stomach churns the food.
165	3	With the aid of stomach acids.
165	4	The food becomes a thick liquid.
165	5	Is then passed to the small intestine.
186	1	Bread is exposed to the elements.
186	2	Bread absorbs water from the air.
186	3	Bread absorbs warmth from the air.
186	4	Dust particles with mold spores fall on bread.
186	5	Mold spores start to consume the bread for energy.
186	6	Mold colonies grow until they are visible.
206	1	Muscles work by expanding and contracting.
206	2	A muscle fiber gets a signal from its nerve.
206	3	Proteins and chemicals release energy to either contract the muscle or relax it.
206	4	When the muscles contracts the bones connected to he muscle are pulled closer together.
206	5	When the muscle relaxes the bones move farther apart.
207	1	Electrical signals in the brain travel through nerves to muscles.
207	2	Two types of proteins exist in filaments in the muscles.
207	3	The filaments move when the brain instructs them to.
207	4	The motion of the filaments cause the muscle to shorten and contract.
207	5	Opposing pairs of muscles exist in order to provide the necessary range of motion.
211	1	Water droplets in clouds collide.
211	2	Become bigger drops.
211	3	Ice particles also grow in clouds.
211	4	Drops and ice particles get heavier.
211	5	Drops fall to the ground.
211	6	Ice particles fall from the clouds.
211	7	Ice particles fall through warmer air and melt.
211	8	Ice reaches the ground as rain drops.
212	1	Water evaporates because of the sun.
212	2	Water vapor rises into the air as it evaporates.
212	3	Water vapor forms clouds as it mixes with dust and impurities.
212	4	Clouds become heavier and larger over time.
212	5	Clouds eventually become too heavy to stay in the sky.
212	6	Some water vapor exits clouds as rain.
214	1	Animals pull a fruit off a plant or pick a fruit up from the ground.
214	2	Animals eat the fruit.
214	3	Animals drop some seeds onto the ground.
214	4	Animals eat some seeds.
214	5	The seeds are in the animal's waste.
214	6	The waste goes onto the ground.
214	7	There are seeds on the ground in different areas away from the plant.
221	1	Warm air rises.
221	2	Then it expandes and cools.
221	3	Some of the vapor condenses onto tiny pieces of dust that are floating in the air.
221	4	Forms a tiny droplet around each dust particle.
221	5	Billions of these droplets come together they become a visible cloud.
222	1	Air rises.
222	2	Rising air cools.
222	3	Water vapor forms.
222	4	Water vapor condenses.
222	5	Clouds form.
225	1	Electricity from the battery makes the machine needle move.
225	2	A needle with thread goes down from the machine.
225	3	Goes through a piece of cloth.
225	4	A hook rotates underneath.
225	5	The hook captures the thread.
225	6	The hook loops the thread around another thread.
225	7	Two threads interlock around the fabric.
229	1	A dam is built in an area prone to flooding.
229	2	A large amount of rain occurs.
229	3	The water builds up behind the dam.
229	4	The dam opens its floodgates when it starts to get full.
229	5	The water flows into a river below the dam.
229	6	The dam closes its gates.
229	7	The dam will occasionally open its gates again to gradually release more water.
229	8	Eventually all of the floodwater will be slowly released into the river without causing any flood damage.
232	1	Bats and other animals produce a high-pitched tone.
232	2	The sound travels in waves, as sound does.
232	3	The sound "bounces" off of a nearby object.
232	4	The sound wave returns to the bat.
232	5	The bat hears the echoed sound.
232	6	Folds in the bat's ear and adaptations in the bat's brain enable it to determine the size, shape, and position of the other object via the properties of the returned sound waves.
232	7	Other animals use echolocation in generally similar ways.
251	1	The growing season starts.
251	2	Bark grows on a tree.
251	3	The inside of the tree grows.
251	4	The bark is pushed out around the tree trunk.
251	5	The bark leaves a ring.
251	6	The growing season slows down and ends.
252	1	The inner portion of the ring is formed during rapid spring growth.
252	2	The tree's growth slows as the seasons change.
252	3	The ring's outer growth is more dense.
252	4	The growth of the tree pushes out the bark of the tree.
252	5	The tree stops growing quickly in the winter.
252	6	This seasonal "pause" in growth results in distinct rings in certain tree types.
253	1	Plants make the seeds smell good, be attractive looking, and taste good.
253	2	Animals are attracted to the seeds on the plants.
253	3	The animals eat the seeds.
253	4	The animals go far away from the plants.
253	5	The animals defecate the seeds or drop them off their fur.
253	6	The seeds grow in the new place.
254	1	Plants produce seedlings.
254	2	The animal passes by the plant.
254	3	Eats from the plant or brushes the plant with the animal's fur.
254	4	The seeds are eaten by the animal or become attached to the fur.
254	5	The seed is digested by the animal and excreted into a new area.
254	6	The seeds attached to the animal's fur fall off into a new area.
256	1	You breathe in through your nose or mouth.
256	2	The air travels through your windpipe.
256	3	Into your lungs.
256	4	Inside your lungs are tiny air sacs.
256	5	The air sacs transfer the oxygen into your blood.
256	6	The oxygen travels through your blood stream.
256	7	The carbon dioxide from your blood stream is transferred to your air sacs.
256	8	You breathe out and expel the carbon dioxide from your lungs.
257	1	You inhale air through your nose and mouth.
257	2	The air travels down into your lungs.
257	3	Oxygen from the air goes into your bloodstream.
257	4	Oxygen circulates throughout the body due to the heart's pumping.
257	5	Carbon dioxide travels from the blood into the lungs.
257	6	Carbon dioxide travels from the lungs up the windpipe.
257	7	Carbon dioxide is exhaled.
263	1	People separate different materials to be recycled.
263	2	The recyclable materials go to a recycling center.
263	3	The recycling center further separates the materials.
263	4	Large equipment compacts the materials into bales.
263	5	The recyclable materials are shipped to other recycling centers.
263	6	The other recycling centers further process the materials that center specializes in.
263	7	The materials are purchased by manufacturers.
263	8	The manufacturers process the recycled materials the same way they would use new materials.
263	9	The recycled materials are incorporated into new products.
264	1	Items are collected.
264	2	The items are sorted.
264	3	Trash is removed from everything else.
264	4	Goes to a landfill.
264	5	The items go into a baler machine for each kind of material.
264	6	They come out as bales.
264	7	The bales are shipped to manufacturers to use to make products.
280	1	Wire is wrapped around a piece of metal.
280	2	Current is sent through the wire.
280	3	A magnetic field is produced by the current.
280	4	This magnetic field in the wire interacts with certain particles in the central metal part.
280	5	The piece of metal becomes magnetized.
280	6	The magnetism remains until the current is shut off.
286	1	Put water in an ice cube tray.
286	2	Put the ice cube tray in the freezer.
286	3	Wait 5 to 6 hours.
286	4	Take the ice cube tray out of the freezer.
286	5	Bend the tray slightly to get the ice cubes out and into a drink.
287	1	Get the ice tray.
287	2	Remove any ice cubes currently in the tray.
287	3	Fill the tray with cold water.
287	4	Ensure the tray is evenly filled to an appropriate level.
287	5	Open the freezer.
287	6	Place the tray in the freezer.
287	7	Close the freezer door.
287	8	Wait.
290	1	Pollution enters natural water sources such as rivers and lakes.
290	2	The pollution negatively affects the water quality.
290	3	The pollution negatively affects the health of plants and animals.
290	4	The plants and animals have shorter, less healthy lives.
290	5	The plants and animals do not reproduce very well.
290	6	The number of plants and animals decreases over time.
290	7	The quality of water gets worse and worse as there are no plants or animals to clean it.
290	8	Eventually there is nothing living in the water and it is unusable.
293	1	Cells obtain glucose and oxygen.
293	2	The glucose and oxygen create carbon dioxide.
293	3	The cells release energy.
293	4	The cells don't have enough oxygen to repeat this.
293	5	The cells obtain more oxygen from the air.
293	6	The cells repeat this process.
294	1	A person takes in oxygen through their nose or mouth.
294	2	The oxygen travels into the body.
294	3	Breaks down into glucose.
294	4	Carbon dioxide is produced by the glucose breakdown.
294	5	The carbon dioxide is exhaled out of the body through the nose or mouth.
298	1	Someone is infected with bacteria.
298	2	That bacteria begins to grow and reproduce inside the cells.
298	3	The dividing bacteria begin to make toxins.
298	4	Those toxins damage your cells.
298	5	Disease symptoms may begin.
300	1	Bacteria enter the body.
300	2	Bacteria start to divide and grow.
300	3	The uncontrolled growth takes away resources from other cells.
300	4	Other cells cannot function properly.
300	5	We feel unwell.
300	6	The growth and division of bacteria produce toxins.
300	7	Toxins harm the body.
300	8	The body tries to react to the toxins.
300	9	The body's natural defenses can sometimes cause us to feel unwell.
301	1	Place your non dominate foot on the front of the skateboard.
301	2	Push off with your other foot on the ground.
301	3	Keep pushing with your dominate leg.
301	4	When comfortable put both feet on the skateboard.
301	5	Balance your body as you roll on the skateboard.
313	1	Particles in the environment interact with rocks.
313	2	The particles remove small pieces of the rock each time they touch the rocks.
313	3	The particles continue to hit, brush against, or grow against the rocks.
313	4	The rock eventually is broken apart by this contact.
313	5	The pieces of the rock are now small rocks.
313	6	The rock pieces are worn away into smaller and smaller pieces by the same forces.
315	1	Plants start growing on or near the rocks.
315	2	The roots of the growing plants start to break up the rock.
315	3	The plant acids dissolve the rock.
315	4	The rock is broken down into smaller pieces.
315	5	Erosion begins.
316	1	Rain falls on wood.
316	2	The rain seeps into the wood surface.
316	3	It permeates the wood.
316	4	When rain evaporates it leaves the wood.
316	5	It takes the finish of the wood with it.
316	6	The wood begins to lose it's luster.
316	7	It begins to look bad.
316	8	It has pieces of paint missing from the rain.
316	9	It gets worse when it rains.
316	10	It eventually will have no paint left.
317	1	Water seeps into rocks.
317	2	The water freezes and thaws.
317	3	Cracks form in the rocks.
317	4	Cracks also form when rocks heat up.
317	5	The rocks slowly break down.
318	1	A plant grows near or on a rock.
318	2	The plant roots begin to grow.
318	3	Break apart the rock.
318	4	The plant acids dissolve parts of the rock.
318	5	The rocks are broken into more and more pieces.
318	6	Erosion starts to occur.
321	1	The planter must select a crop.
321	2	The soil is prepared properly for that specific crop.
321	3	Fertilizer is added to the soil.
321	4	Seeds are planted in the field.
321	5	Irrigation is set up to keep the crops properly watered.
321	6	The crops grow.
321	7	The crops are harvested.
330	1	Sunlight shines on plants.
330	2	Cells with chlorophyll in them capture the light energy.
330	3	Plants absorb carbon dioxide through their stoma.
330	4	Plants absorb water through their roots and other parts of themselves.
330	5	Plants absorb minerals through their roots.
330	6	Plants convert these inputs into sugars.
330	7	Sugars can be used as energy sources.
330	8	Oxygen and water are also produced.
330	9	Excess water and oxygen are released through stoma and other parts of the plant.
364	1	Acid rain flows through soil.
364	2	Chemicals from the acid rain kill plants and trees.
364	3	The acid rainwater flows into rivers and streams.
364	4	The chemicals kill fish.
364	5	The chemicals kill animals that drink the water.
364	6	Nitrogen builds up.
364	7	Nitrogen destroys fish and shellfish populations.
365	1	Acid rain makes waters acidic.
365	2	Causes them to absorb aluminum from soil.
365	3	The water runs off from the soil into lakes, streams, etc.
365	4	Fish and their eggs die.
365	5	Frogs and plants die.
365	6	Insects and other wildlife die.
365	7	The ecosystem is out of balance, causing further problems.
366	1	Acid rain enters the atmosphere and lands.
366	2	Makes water acidic.
366	3	Kills fish.
366	4	Kills the soils in trees.
366	5	Leaves are also harmed.
367	1	Plants obtain water through the soil they are growing in.
367	2	The plants roots absorb the water from the soil.
367	3	Transport the water to the parts of the plant where the water is needed.
367	4	The plant uses the water as part of the photosynthesis process.
367	5	The plant creates food, called glucose, for itself.
367	6	The plant uses water to circulate the glucose around the plant to deliver the glucose to where it's needed.
369	1	PLants have roots.
369	2	The roots grow out.
369	3	Roots have fibers that are attached to them.
369	4	They attract water.
369	5	They suck up water.
369	6	They absorb the water.
377	1	Air travels into the body.
377	2	Air reaches the lungs.
377	3	The lungs absorb the oxygen from the air.
377	4	The oxygen is transported by hemoglobin.
377	5	Red blood cells are made of hemoglobin.
377	6	Blood has a lot of red blood cells.
377	7	The heart moves the blood throughout the body.
377	8	Blood can bring the oxygen to different cells in the body.
381	1	The virus finds an animal cell.
381	2	The virus attaches to the cell's surface.
381	3	The cell swallows the virus.
381	4	The virus' RNA is released into the cell.
381	5	The cell mistakenly reads the virus' RNA instead of its own.
381	6	The cell creates new viruses.
381	7	The animal cell releases the new viruses.
381	8	The new viruses can infect more cells.
382	1	Bacteria enters the body.
382	2	Bloodstream.
382	3	Cells in the body are attacked.
382	4	Cells are killed.
382	5	Different kinds of sickness are formed.
384	1	Contact is made with a virus.
384	2	The virus enters the human or animal body.
384	3	The virus goes to the part of the body that contains its food.
384	4	The virus consumes part of the body or materials that the body uses.
384	5	The virus replicates and spreads.
384	6	The virus causes symptoms in the body as the immune system tries to expel the virus.
391	1	Coal is crushed.
391	2	The coal is burned at high temperatures inside a boiler.
391	3	The heat generated converts water to steam.
391	4	The steam spins propeller blades in the turbine.
391	5	The spinning turbine rotates coils in the generator.
391	6	The rotating coils produce electricity.
391	7	The electricity can be sent through the power grid.
392	1	The coal is pulverized to a very fine powder.
392	2	The coal powder is mixed with hot air and blown into the firebox of the boiler.
392	3	Water pumped through pipes inside the boiler is turned into steam by the heat.
392	4	The pressure of the steam pushing against a series of giant blades turns the turbine shaft.
392	5	Turbine shaft is connected to the shaft of the generator.
392	6	The magnets inside the generator spin within wire coils to produce electricity.
393	1	The coal is placed in a heater.
393	2	The coal is super heated.
393	3	The heat is connected to a boiler.
393	4	The boiler is full of water.
393	5	The heat turns the water into steam.
393	6	The steam turns a generator.
393	7	The generator produces the electricity.
397	1	Wind passes the turbines and moves the blades.
397	2	The shaft of the turbine spins.
397	3	Shaft is connected to a generator.
397	4	The generator uses the spins of the shaft to rotate a rotor.
397	5	The rotor spins inside the core, which has magnets inside surrounded by wire loops inside.
397	6	The spinning of the rotor in the core generates electricity.
412	1	Sound waves enter your outer ear.
412	2	Travel through ear canal to your ear drum.
412	3	Eardrum vibrates with the incoming sound.
412	4	Send the vibrations to three tiny bones in your middle ear.
412	5	Bones in your middle ear amplify the vibrations.
412	6	Send them to your inner ear.
412	7	The vibrations activate tiny hair cells in your inner ear.
412	8	The hair cells release neurochemical messengers.
412	9	Your auditory nerve carries the message to your brain.
412	10	The brain translates the message so you can understand.
413	1	Something makes a sound and makes sound waves.
413	2	Sound waves are "collected" by the the outer ear.
413	3	Sound waves travel through the middle ear.
413	4	Sound waves hit the eardrum.
413	5	Vibrations from the eardrum cause very small bones in the inner ear to move.
413	6	The small bones in the inner ear give information about sound to the cochlea.
413	7	The cochlea helps turn the sound vibrations into nerve signals.
413	8	The brain can take these nerve signals and can register a sound to you because of them.
416	1	A blood clot forms in the break.
416	2	Cells in the clot keep foreign objects out.
416	3	Cells create a soft callous.
416	4	Minerals are added to the callous.
416	5	The callous hardens because of the minerals.
416	6	The callous is removed by other cells.
416	7	Excess bone is removed.
416	8	The bone is restored to its initial shape and strength.
422	1	Coal is harvested from a coal mine.
422	2	The coal is transported either by train or truck to power station.
422	3	The coal is burned in a furnace.
422	4	Water is turned into steam in the boiler.
422	5	The steam is cooled in cooling towers.
422	6	The steam turns the turbines.
422	7	The generator makes electricity.
422	8	The electricity is sent through transformers.
423	1	A mine is excavated in the side of a mountain.
423	2	Miners enter the mine.
423	3	Miners remove the coal from the mine.
423	4	The coal is placed into carts or on a conveyor belt.
423	5	The coal is moved up to the surface.
423	6	The coal is loaded onto a truck.
423	7	The truck takes the coal to a power station.
424	1	Crude oil is pumped from the ground.
424	2	The crude oil is put into a tanker truck.
424	3	The crude oil is delivered to an oil refinery.
424	4	Impurities are removed from the oil.
424	5	The oil is bottled.
424	6	The bottled oil is delivered to gas stations by trucks.
425	1	The oil is extracted from the ground by drilling.
425	2	Oil is transported to a refinery.
425	3	The oil is refined into a more useful product.
425	4	The gas made from the refining is loaded onto tank trucks.
425	5	The trucks deliver the gas to gas stations.
433	1	Get some seeds.
433	2	Pick a spot to plant them.
433	3	Dig a hole in the dirt.
433	4	Put the seed in the hole.
433	5	Pour some water on the seed and hole.
433	6	Cover up the hole.
433	7	Press down on it.
433	8	Spray some plant food on it.
435	1	You plant vegetable seeds in the ground.
435	2	You water the seeds.
435	3	You wait for the seeds to sprout.
435	4	You keep the area free of pests and weeds while the plants grow.
435	5	You thin out the plants as they get bigger to give them space to grow.
435	6	You remove the vegetables from the plants when they are ripe.
436	1	Add water to a pot.
436	2	Put the pot over a source of heat.
436	3	Turn the heat on.
436	4	Wait for a few minutes.
436	5	Begin to observe small bubbles in the water.
436	6	Wait until the water starts to bubble a lot.
436	7	Wait until you can see steam rising from the water.
436	8	Turn the heat source off.
436	9	Take the pot off of the heat source.
441	1	As the sweat evaporates the sweat sheds molecules into the air.
441	2	The sweat changes into a gas.
441	3	Heat is drawn from the sweat.
441	4	This process draws heat from the body.
441	5	The evaporation also cools the remaining sweat on the body.
443	1	A bee visits a flower.
443	2	The pollen from that flower sticks to the bee.
443	3	The bee flies to another flower of the same type.
443	4	The pollen that was stuck to the bee gets brushed onto the pistil of the flower.
443	5	The flower is pollinated.
443	6	Will begin to develop seeds and fruit.
444	1	Bees land on flowers to gather nectar.
444	2	Little hairs on the bees legs attach to pollen sacs from the stamens of the flowers.
444	3	When the bees fly away, the pollen goes with the bees.
444	4	The bees land on other flowers.
444	5	The pollen sacs are rubbed off onto the stigma of the new flower.
448	1	Wind and water cause erosion and weathering to the rocks.
